alert_id,seconds_offset,timestamp,environment,service,severity,title,status,affected_users,error_rate_pct,is_trigger
ALT-DEMO-0363,278.52,2026-06-10T10:04:38.520Z,MGM,payments-service,P4,DNS resolution intermittent for payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0364,279.43,2026-06-10T10:04:39.430Z,GIB-UKGC,game-service,P4,Connection pool 52% utilized,auto-resolved,0,0.0,false
ALT-DEMO-0365,279.6,2026-06-10T10:04:39.600Z,MGM,game-service,P3,Failed login rate increased on game-service,active,12000,1.09,false
ALT-DEMO-0366,280.5,2026-06-10T10:04:40.500Z,NJ-DGE,bet-service,P3,bet-service cache hit rate dropped to 1.5%,acknowledged,0,0.79,false
ALT-DEMO-0367,280.77,2026-06-10T10:04:40.770Z,GIB-UKGC,replication,P3,Elevated 4xx response rate on replication,acknowledged,12000,0.21,false
ALT-DEMO-0368,281.09,2026-06-10T10:04:41.090Z,MGM,replication,P4,Background job queue depth at 75,active,0,0.0,false
ALT-DEMO-0369,281.33,2026-06-10T10:04:41.330Z,MGM,wallet-service,P3,Failed login rate increased on wallet-service,active,1500,1.13,false
ALT-DEMO-0370,281.39,2026-06-10T10:04:41.390Z,NJ-DGE,auth-service,P4,Disk usage at 1200% on auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0371,281.61,2026-06-10T10:04:41.610Z,NJ-DGE,game-service,P4,game-service cache hit rate 500%,auto-resolved,0,0.0,false
ALT-DEMO-0372,281.74,2026-06-10T10:04:41.740Z,MGM,payments-service,P4,Slow query detected (58ms) on payments-service,active,0,0.0,false
ALT-DEMO-0373,281.77,2026-06-10T10:04:41.770Z,MIRAGE,replication,P3,replication cache hit rate dropped to 3.0%,active,12000,0.62,false
ALT-DEMO-0374,282.41,2026-06-10T10:04:42.410Z,NJ-DGE,replication,P4,Background job queue depth at 65,acknowledged,0,0.0,false
ALT-DEMO-0375,284.72,2026-06-10T10:04:44.720Z,MGM,payments-service,P4,Webhook delivery retried for payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0376,285.18,2026-06-10T10:04:45.180Z,MGM,auth-service,P4,Auto-scaling event triggered for auth-service,active,0,0.0,false
ALT-DEMO-0377,287.85,2026-06-10T10:04:47.850Z,GIB-UKGC,bet-service,P2,Deposit success rate dropped to 2.1%,active,18000,1.86,false
ALT-DEMO-0378,288.61,2026-06-10T10:04:48.610Z,MGM,wallet-service,P4,wallet-service memory utilization 750%,auto-resolved,0,0.0,false
ALT-DEMO-0379,289.59,2026-06-10T10:04:49.590Z,GIB-UKGC,game-service,P4,Slow query detected (82ms) on game-service,acknowledged,0,0.0,false
ALT-DEMO-0380,289.7,2026-06-10T10:04:49.700Z,GIB-UKGC,wallet-service,P4,wallet-service backup completed in 1200s,auto-resolved,0,0.0,false
ALT-DEMO-0381,290.05,2026-06-10T10:04:50.050Z,NJ-DGE,wallet-service,P2,Deposit success rate dropped to 88%,active,4500,3.4,false
ALT-DEMO-0382,290.86,2026-06-10T10:04:50.860Z,MGM,auth-service,P4,TLS handshake duration elevated for auth-service,acknowledged,0,0.0,false
ALT-DEMO-0383,292.2,2026-06-10T10:04:52.200Z,MGM,payments-service,P4,payments-service cache hit rate 52%,acknowledged,0,0.0,false
ALT-DEMO-0384,293.3,2026-06-10T10:04:53.300Z,GIB-UKGC,wallet-service,P4,Disk usage at 82% on wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0385,293.64,2026-06-10T10:04:53.640Z,MGM,payments-service,P3,payments-service read replica falling behind,acknowledged,0,0.4,false
ALT-DEMO-0386,294.95,2026-06-10T10:04:54.950Z,GIB-UKGC,wallet-service,P4,TLS handshake duration elevated for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0387,295.16,2026-06-10T10:04:55.160Z,NJ-DGE,game-service,P4,DNS resolution intermittent for game-service,active,0,0.0,false
ALT-DEMO-0388,295.19,2026-06-10T10:04:55.190Z,GIB-UKGC,payments-service,P4,payments-service certificate expiring in 82 days,active,0,0.0,false
ALT-DEMO-0389,295.29,2026-06-10T10:04:55.290Z,GIB-UKGC,bet-service,P4,bet-service cache hit rate 1200%,auto-resolved,0,0.0,false
ALT-DEMO-0390,297.37,2026-06-10T10:04:57.370Z,MGM,game-service,P4,game-service backup completed in 1200s,active,0,0.0,false
ALT-DEMO-0391,297.53,2026-06-10T10:04:57.530Z,NJ-DGE,bet-service,P4,bet-service backup completed in 1200s,acknowledged,0,0.0,false
ALT-DEMO-0392,297.56,2026-06-10T10:04:57.560Z,MIRAGE,bet-service,P4,TLS handshake duration elevated for bet-service,auto-resolved,0,0.0,false
ALT-DEMO-0393,297.68,2026-06-10T10:04:57.680Z,GIB-UKGC,bet-service,P4,Connection pool 70% utilized,auto-resolved,0,0.0,false
ALT-DEMO-0394,298.4,2026-06-10T10:04:58.400Z,MGM,replication,P4,Disk usage at 78% on replication,acknowledged,0,0.0,false
